EpThisIter,ev_tdlam_before,surrgain,EpisodesSoFar,EpLenMean,TimeElapsed,TimestepsSoFar,meankl,optimgain,EpRewMean,entloss,entropy
8,-10.364648,0.41999602,2934,29.825,596.0391290187836,98584,0.011103604,0.41999602,8.871285717815006e-05,0.0,38.84035
7,-0.7128601,0.47526416,2941,30.375,597.4652049541473,98801,0.012071367,0.47526416,7.385817578317412e-05,0.0,38.814423
8,-11.774901,0.432131,2949,30.75,598.9022176265717,99060,0.0133602135,0.432131,8.959788688535368e-05,0.0,38.80022
9,-11.765319,0.40975302,2958,31.45,600.2971336841583,99322,0.012535099,0.40975302,9.196910172323692e-05,0.0,38.787674
9,-2.6151178,0.5289353,2967,30.625,601.7005290985107,99572,0.013633521,0.5289353,8.630977048149772e-05,0.0,38.800846
8,-9.1383705,0.36903626,2975,30.05,603.1936192512512,99820,0.011919795,0.36903626,8.289888774024558e-05,0.0,38.789013
8,-6.8829045,0.31252873,2983,29.0,604.816300868988,100053,0.012365948,0.31252873,8.531112759049113e-05,0.0,38.798996
8,-2.2841265,0.173428,2991,29.8,606.3781518936157,100316,0.0041826842,0.173428,8.71391973479634e-05,0.0,38.793896
8,-5.1735506,0.39167595,2999,30.7,607.889543056488,100581,0.00433618,0.39167595,0.00011156584630360564,0.0,38.818333
8,-5.7383676,0.38352656,3007,31.675,609.3291239738464,100839,0.011951445,0.38352656,0.00010662081795501919,0.0,38.817097
9,-1.5945697,0.41733563,3016,30.775,610.7308218479156,101081,0.011161939,0.41733563,9.551415346113897e-05,0.0,38.819332
9,-10.338267,0.6446595,3025,30.95,612.12548995018,101351,0.0140837515,0.6446595,8.291235434725108e-05,0.0,38.831497
9,-14.566244,0.60218716,3034,29.425,613.5114891529083,101606,0.014732588,0.60218716,8.21148403445167e-05,0.0,38.845337
9,-6.124602,0.43026686,3043,29.3,614.9717361927032,101891,0.013764108,0.43026686,6.018338388634997e-05,0.0,38.840977
8,-6.227109,0.42296192,3051,28.925,617.1189661026001,102117,0.010511197,0.42296192,7.383407152727402e-05,0.0,38.843945
8,-9.354653,0.34601077,3059,29.8,618.6212084293365,102366,0.011819327,0.34601077,8.726722589110301e-05,0.0,38.85638
8,-4.8115654,0.36837482,3067,30.425,620.0773060321808,102621,0.010627874,0.36837482,0.00011295894117229494,0.0,38.874447
9,-6.7925606,0.46226564,3076,30.075,621.4326899051666,102910,0.014600578,0.46226564,0.00013076630008709687,0.0,38.88635
8,-8.334133,0.42901596,3084,31.15,622.9113664627075,103163,0.013144221,0.42901596,0.0001400946993987499,0.0,38.872044
8,-3.9881058,0.42320552,3092,31.2,624.4541540145874,103404,0.013343556,0.42320552,0.00012332970535210136,0.0,38.887486
7,-1.8922458,0.1705294,3099,31.825,625.9597835540771,103639,0.004585108,0.1705294,0.0001002849141511383,0.0,38.87402
7,-3.2267342,0.22158211,3106,32.225,627.4649431705475,103885,0.004487588,0.22158211,8.447232000647245e-05,0.0,38.871708
8,-9.38238,0.3192379,3114,32.275,628.9590120315552,104129,0.012537998,0.3192379,6.838288274956124e-05,0.0,38.8921
8,-5.4364133,0.44962552,3122,32.325,630.4626274108887,104390,0.012855259,0.44962552,6.364555714425549e-05,0.0,38.921085
7,-14.088433,0.32484066,3129,32.6,631.9455769062042,104611,0.011801931,0.32484066,7.88270004279571e-05,0.0,38.95706
9,-7.835943,0.1788685,3138,32.025,633.5433220863342,104885,0.006096702,0.1788685,8.268965330446423e-05,0.0,38.953033
7,-5.883094,0.39124647,3145,31.525,634.985955953598,105122,0.013179964,0.39124647,9.711730574939256e-05,0.0,38.955235
8,-5.221016,0.47247574,3153,31.525,636.6214497089386,105363,0.0128069,0.47247574,0.00010969296578532006,0.0,38.933224
8,-7.7015305,0.34378913,3161,31.9,638.2365872859955,105641,0.011139408,0.34378913,8.997365405303039e-05,0.0,38.924698
8,-7.183263,0.40876538,3169,31.5,639.6401627063751,105871,0.012873067,0.40876538,7.672373942500029e-05,0.0,38.896194
7,-6.9408183,0.3315751,3176,32.925,641.0724847316742,106138,0.011963809,0.3315751,8.420715219040114e-05,0.0,38.881016
9,-3.3743792,0.32209074,3185,32.225,642.5211298465729,106411,0.011814741,0.32209074,8.714083502465947e-05,0.0,38.88725
9,-2.923205,0.17384681,3194,31.925,644.0190560817719,106681,0.008193145,0.17384681,5.870916884750404e-05,0.0,38.889477
10,-5.2534437,0.17658693,3204,30.525,645.4507203102112,106946,0.0041014226,0.17658693,6.402300210740315e-05,0.0,38.889614
6,-4.9015894,0.36860007,3210,31.3,646.9285480976105,107174,0.012712275,0.36860007,7.429206240697419e-05,0.0,38.91666
8,-4.0375423,0.319316,3218,30.975,648.5550980567932,107433,0.011067014,0.319316,8.146815483626709e-05,0.0,38.912624
9,-2.282648,0.18390888,3227,30.675,650.2924797534943,107690,0.0039206194,0.18390888,9.78981605616705e-05,0.0,38.898464
8,-6.0111446,0.29008424,3235,30.975,651.8732109069824,107948,0.011879143,0.29008424,0.0001016154930493357,0.0,38.9035
9,-15.389147,0.22640623,3244,31.55,653.467289686203,108208,0.0041178837,0.22640623,0.00011948617519028318,0.0,38.903316
9,-1.1094062,0.20611942,3253,29.6,654.9473853111267,108477,0.0043368293,0.20611942,0.00012694244556350163,0.0,38.905346
7,-1.549434,0.33377388,3260,30.0,656.4737215042114,108697,0.012395425,0.33377388,9.643076994503652e-05,0.0,38.925507
8,-5.417048,0.30828223,3268,30.725,657.9150629043579,108952,0.011427455,0.30828223,9.665002017725867e-05,0.0,38.948734
8,-5.6342883,0.38661033,3276,31.1,659.4644095897675,109215,0.012183204,0.38661033,0.00010839675416905747,0.0,38.935715
7,-4.8457885,0.3444957,3283,32.525,660.9314534664154,109470,0.012178064,0.3444957,8.15218384710655e-05,0.0,38.91931
8,-4.3990264,0.2623355,3291,33.225,662.537766456604,109737,0.004776922,0.2623355,6.295996214411761e-05,0.0,38.93307
7,-9.884097,0.42808512,3298,33.55,663.9706692695618,109972,0.011459367,0.42808512,5.590798247333379e-05,0.0,38.938496
8,-7.1328316,0.4948171,3306,33.4,665.4903745651245,110229,0.0145405885,0.4948171,5.134404618559751e-05,0.0,38.94105
8,-5.3338127,0.33671963,3314,33.25,666.9514911174774,110489,0.01359242,0.33671963,4.989733743108404e-05,0.0,38.961517
9,-11.016012,0.4088744,3323,32.075,668.4223675727844,110753,0.0054019587,0.4088744,5.945796705632677e-05,0.0,38.96852
9,-11.086039,0.21084163,3332,31.3,669.8174369335175,111020,0.003759106,0.21084163,7.1867764681048e-05,0.0,38.974583
7,-7.0072117,0.4683326,3339,32.0,671.2353818416595,111279,0.014616434,0.4683326,7.070276205950848e-05,0.0,38.94248
7,-8.247642,0.36742902,3346,32.625,672.607654094696,111534,0.013068266,0.36742902,7.588079389807998e-05,0.0,38.93288
8,-3.1697717,0.57778347,3354,31.9,674.0795795917511,111765,0.014834151,0.57778347,6.698739378643479e-05,0.0,38.931076
7,-5.420093,0.22233585,3361,31.75,675.6471366882324,111980,0.00466482,0.22233585,6.974348445041082e-05,0.0,38.94046
9,-5.0224967,0.33372808,3370,31.45,677.1743414402008,112233,0.011872503,0.33372808,6.956753627883675e-05,0.0,38.92178
8,-10.398195,0.3456244,3378,31.125,678.5937054157257,112491,0.012009135,0.3456244,5.0473885278461516e-05,0.0,38.93063
7,-3.5373278,0.46229643,3385,31.475,680.0231397151947,112765,0.0059218775,0.46229643,6.709714991507067e-05,0.0,38.93279
8,-2.1817214,0.17714205,3393,31.975,681.4621970653534,113019,0.003937697,0.17714205,6.811998492729669e-05,0.0,38.929745
9,-4.154395,0.38581902,3402,31.975,683.0263774394989,113289,0.013940735,0.38581902,7.336437833012446e-05,0.0,38.9296
8,-7.5793285,0.24575606,3410,32.925,684.4921143054962,113550,0.0042382656,0.24575606,7.901903767896421e-05,0.0,38.919724
8,-8.7996435,0.2830447,3418,33.625,685.9511835575104,113836,0.011882683,0.2830447,0.00010491235660568666,0.0,38.90832
9,-7.0618916,0.49251324,3427,31.475,687.4053494930267,114089,0.011219537,0.49251324,8.802727191122025e-05,0.0,38.931293
8,-3.2260275,0.31855673,3435,32.175,688.9610319137573,114357,0.010983094,0.31855673,8.794854427945356e-05,0.0,38.909298
9,-4.3528123,0.37221378,3444,31.8,690.6299328804016,114619,0.0127386255,0.37221378,7.681027448161661e-05,0.0,38.898342
7,-4.6282897,0.33691013,3451,31.675,692.1922655105591,114865,0.012162022,0.33691013,7.958455592697918e-05,0.0,38.92046
7,-4.467373,0.38531697,3458,31.925,693.6950471401215,115113,0.011920825,0.38531697,6.11925796004666e-05,0.0,38.91968
9,-6.5178638,0.42483723,3467,31.675,695.1640291213989,115356,0.01408015,0.42483723,6.592767024700965e-05,0.0,38.950924
7,-9.693713,0.4309572,3474,31.425,696.6123208999634,115591,0.011889775,0.4309572,7.063227922564232e-05,0.0,38.939625
9,-7.0793123,0.45854756,3483,31.85,698.2196319103241,115867,0.012107648,0.45854756,6.896654423286939e-05,0.0,38.928173
8,-2.5709767,0.17068805,3491,32.375,700.0157988071442,116160,0.0039917,0.17068805,5.904708982181966e-05,0.0,38.94952
8,-3.0260582,0.3307323,3499,31.725,701.5076274871826,116406,0.012227448,0.3307323,6.107672305981894e-05,0.0,38.942154
9,-20.113277,0.42079058,3508,31.725,703.0587084293365,116662,0.011181609,0.42079058,4.877677804967257e-05,0.0,38.923542
7,-4.575746,0.9288533,3515,31.425,704.6202805042267,116876,0.014540529,0.9288533,5.681980916840439e-05,0.0,38.89709
7,-4.9907846,0.3920733,3522,32.775,706.1159727573395,117132,0.013988036,0.3920733,5.4848055830767446e-05,0.0,38.925365
8,-1.8547809,0.3367382,3530,32.05,707.6653995513916,117404,0.013048967,0.3367382,5.678395868885058e-05,0.0,38.920746
8,-10.083615,0.40056372,3538,32.3,709.1838445663452,117674,0.013211385,0.40056372,5.5043232024473495e-05,0.0,38.923
8,-4.78043,0.40111864,3546,32.7,710.6557712554932,117919,0.013841417,0.40111864,5.797112638776877e-05,0.0,38.931503
8,-13.825021,0.39163488,3554,34.075,712.2374668121338,118212,0.01311459,0.39163488,5.574166907636713e-05,0.0,38.95554
7,-5.046535,0.3110054,3561,34.15,713.8885548114777,118454,0.013738161,0.3110054,5.646402356824607e-05,0.0,38.949642
8,-15.704512,0.49632812,3569,34.05,715.5077214241028,118726,0.013731755,0.49632812,5.586149318320079e-05,0.0,38.966778
7,-5.972499,0.37684828,3576,34.175,717.0156047344208,118977,0.012862232,0.37684828,6.70401665966087e-05,0.0,38.966938
8,-7.2135906,0.17766248,3584,34.6,718.547333240509,119241,0.003734362,0.17766248,7.84076517239208e-05,0.0,38.959164
10,-5.163086,0.28541976,3594,32.5,720.1840727329254,119512,0.012191206,0.28541976,7.801967416047706e-05,0.0,38.96253
7,-12.519037,0.76426023,3601,32.425,721.7497248649597,119751,0.014716988,0.76426023,8.095024221876508e-05,0.0,38.96654
8,-8.856853,0.34760076,3609,32.375,723.2839252948761,120021,0.014117268,0.34760076,8.491064913635614e-05,0.0,38.948612
6,-4.53287,0.1863255,3615,33.525,724.8993675708771,120281,0.0049438654,0.1863255,7.725717568786807e-05,0.0,38.97496
9,-17.218832,0.3643553,3624,32.45,726.4352769851685,120539,0.014174954,0.3643553,7.665343109506354e-05,0.0,38.96225
9,-5.973945,0.43084455,3633,33.075,727.973424911499,120810,0.014216205,0.43084455,7.003383332076729e-05,0.0,38.949245
8,-3.1177979,0.19196494,3641,33.375,729.5235629081726,121086,0.004503471,0.19196494,6.936553757134808e-05,0.0,38.93814
8,-5.10193,0.50603074,3649,33.625,731.1810038089752,121366,0.014577868,0.50603074,8.043992762886602e-05,0.0,38.923588
8,-1.4294622,0.18838853,3657,32.225,732.6807789802551,121619,0.005159685,0.18838853,7.290540506937817e-05,0.0,38.93452
7,-18.96913,0.4073175,3664,33.25,734.2306253910065,121869,0.013039755,0.4073175,6.31006725704865e-05,0.0,38.94681
8,-8.190622,0.37794814,3672,34.45,735.8194971084595,122163,0.01377144,0.37794814,6.710108182830639e-05,0.0,38.943256
8,-21.622055,0.4098776,3680,35.125,737.4011204242706,122451,0.011347968,0.4098776,6.952377071481545e-05,0.0,38.934296
7,-7.441203,0.41257212,3687,34.75,738.9966189861298,122688,0.006401729,0.41257212,6.55108319441751e-05,0.0,38.94098
8,-16.131325,0.48511603,3695,34.625,740.5107142925262,122949,0.014083612,0.48511603,4.967093471391162e-05,0.0,38.987064
7,-0.6101004,0.20669886,3702,34.95,742.2021961212158,123180,0.003983472,0.20669886,5.347204532817937e-05,0.0,39.000065
6,-10.938854,0.6094713,3708,34.75,743.7755618095398,123429,0.0134151615,0.6094713,5.9945390199490804e-05,0.0,38.997772
7,-14.18353,0.3736664,3715,35.075,745.3813920021057,123684,0.012689136,0.3736664,5.8797446138625215e-05,0.0,39.01303
6,-0.6613214,0.38197234,3721,35.55,746.9501130580902,123907,0.014058457,0.38197234,5.1214653508066436e-05,0.0,39.021
8,-5.2488666,0.23369291,3729,35.775,748.5574946403503,124168,0.0047318097,0.23369291,5.3346162510571725e-05,0.0,39.02618
8,-7.1358852,0.40405405,3737,35.5,750.1877021789551,124459,0.014627144,0.40405405,5.401382195886138e-05,0.0,39.04437
9,-9.721399,0.39650667,3746,34.075,751.7940759658813,124711,0.014657058,0.39650667,6.494172705716947e-05,0.0,39.04839
7,-1.4972689,0.4916191,3753,33.4,753.2015721797943,124941,0.0136732,0.4916191,6.958979148612444e-05,0.0,39.07079
10,-6.410385,0.5797676,3763,31.35,754.7943489551544,125213,0.0047686254,0.5797676,8.091862852522274e-05,0.0,39.084045
7,-4.7512813,0.42050797,3770,31.675,756.2447302341461,125484,0.014191907,0.42050797,7.254879462799442e-05,0.0,39.087482
9,-6.695645,0.26106018,3779,29.875,757.7355363368988,125733,0.0038625456,0.26106018,7.134396697973012e-05,0.0,39.085392
8,-6.27783,0.4949038,3787,31.225,759.3857924938202,125993,0.012492999,0.4949038,7.861298517444122e-05,0.0,39.08517
7,-1.9750016,0.3573099,3794,33.025,760.9320743083954,126290,0.01115033,0.3573099,0.00010524154824238348,0.0,39.10295
7,-4.420866,0.50426704,3801,34.65,762.569363117218,126542,0.012332102,0.50426704,0.0001105466148561985,0.0,39.089447
7,-2.7796538,0.16925386,3808,34.875,764.0812575817108,126783,0.0039148703,0.16925386,0.00011229290147549442,0.0,39.08772
8,-6.6054635,0.29406643,3816,34.175,765.7047486305237,127019,0.013530746,0.29406643,0.00011508325249723133,0.0,39.094723
7,-5.6125317,0.41683692,3823,35.225,767.2746384143829,127271,0.013635613,0.41683692,0.00011861211573144038,0.0,39.108273
10,-9.5416765,0.22059587,3833,33.1,768.8659017086029,127568,0.0039022148,0.22059587,8.686478454050836e-05,0.0,39.073215
8,-9.761823,0.4581101,3841,32.05,771.0340206623077,127824,0.013664497,0.4581101,6.629068441236756e-05,0.0,39.065464
8,-4.5810823,0.36176306,3849,32.425,772.6157367229462,128102,0.012895085,0.36176306,6.398413260904774e-05,0.0,39.045197
9,-9.195024,0.5822613,3858,32.05,774.2713315486908,128382,0.014550196,0.5822613,7.114142714121351e-05,0.0,39.046078
8,-4.9949727,0.40223536,3866,31.625,775.6713178157806,128640,0.012095362,0.40223536,5.8422190758215475e-05,0.0,39.065113
7,-18.341597,0.18724674,3873,33.65,777.0955669879913,128914,0.00383667,0.18724674,6.515467710879402e-05,0.0,39.044613
8,-12.256748,0.21215644,3881,33.5,778.530971288681,129164,0.004770695,0.21215644,6.909848585108093e-05,0.0,39.032406
9,-8.001713,0.2543111,3890,32.775,779.9610674381256,129441,0.004871839,0.2543111,7.368764789586446e-05,0.0,39.042953
7,-0.8911419,0.16722728,3897,32.5,781.517303943634,129657,0.0037942063,0.16722728,6.302250584352385e-05,0.0,39.040512
7,-5.8571825,0.35764155,3904,33.275,782.9388740062714,129911,0.013007797,0.35764155,6.149443422234278e-05,0.0,39.04743
9,-3.0558858,0.4197482,3913,31.5,784.5391783714294,130174,0.013957077,0.4197482,5.7621287292492614e-05,0.0,39.036407
9,-5.626764,0.37328815,3922,31.05,786.5700309276581,130440,0.013528947,0.37328815,5.830211713498132e-05,0.0,39.04961
8,-5.895207,0.22462334,3930,32.525,788.6589624881744,130742,0.003869296,0.22462334,6.40853988105825e-05,0.0,39.025593
8,-2.5343425,0.51032263,3938,32.95,790.7424702644348,131009,0.014098348,0.51032263,7.293407957140676e-05,0.0,39.052036
7,-3.3449745,0.4780924,3945,34.325,792.1691541671753,131314,0.012654524,0.4780924,8.02353832383603e-05,0.0,39.05335
6,-5.210578,0.33221585,3951,35.125,793.630229473114,131539,0.011917293,0.33221585,6.892863712988536e-05,0.0,39.043636
8,-3.5796318,0.4146874,3959,36.025,795.2020688056946,131802,0.013015684,0.4146874,5.541135238130016e-05,0.0,39.050037
6,-2.250674,0.42139512,3965,36.525,796.7454435825348,132045,0.0135393515,0.42139512,5.394770694777776e-05,0.0,39.059803
7,-1.8593898,0.28328672,3972,37.65,798.2357678413391,132300,0.004756002,0.28328672,5.1487296824148157e-05,0.0,39.083145
10,-7.526149,0.3311068,3982,33.525,799.8145632743835,132573,0.014215512,0.3311068,5.8312396933917694e-05,0.0,39.09102
7,-6.6989202,0.34548992,3989,34.625,801.3389036655426,132833,0.012325766,0.34548992,5.596653740250764e-05,0.0,39.099014
8,-4.39028,0.3682465,3997,33.35,802.8612940311432,133074,0.011519476,0.3682465,6.869972756238427e-05,0.0,39.096188
8,0.5419707,0.5017307,4005,31.975,804.4484021663666,133324,0.014606491,0.5017307,6.486933153331883e-05,0.0,39.070206
5,-8.115319,0.44203955,4010,33.6,805.9176409244537,133570,0.014355052,0.44203955,7.84370527392711e-05,0.0,39.046307
7,-4.034803,0.5312429,4017,35.425,807.4172058105469,133854,0.011820522,0.5312429,6.680483561456293e-05,0.0,39.05655
7,-2.7774603,0.44118196,4024,37.425,808.877286195755,134127,0.014828809,0.44118196,5.907381382507504e-05,0.0,39.03032
7,-5.0103493,0.35897887,4031,37.225,810.3620147705078,134372,0.0053207055,0.35897887,5.9233303565852624e-05,0.0,39.025608
7,-1.4661076,0.16556662,4038,37.675,811.8517484664917,134625,0.006550423,0.16556662,6.475661163375183e-05,0.0,39.03802
8,-5.2345223,0.53271484,4046,37.05,813.3546495437622,134872,0.013608421,0.53271484,7.514686764294874e-05,0.0,39.060043
8,-4.139914,0.20648088,4054,34.05,814.9226279258728,135103,0.0040520797,0.20648088,5.887859078242128e-05,0.0,39.064285
9,-4.825906,0.16172212,4063,32.6,816.3560523986816,135380,0.0049643866,0.16172212,6.56409261554992e-05,0.0,39.07759
8,-2.7422295,0.34480703,4071,31.7,817.7273681163788,135640,0.014750136,0.34480703,6.792759723869173e-05,0.0,39.0581
9,-3.8211288,0.39976054,4080,30.15,819.1383011341095,135899,0.011299808,0.39976054,6.632134895607563e-05,0.0,39.049732
8,-10.209047,0.23396651,4088,30.9,820.6007733345032,136156,0.0050259843,0.23396651,8.113939451970023e-05,0.0,39.051052
8,-3.5287175,0.41468042,4096,31.575,822.0630989074707,136435,0.013742925,0.41468042,9.066623107712956e-05,0.0,39.029484
9,-9.6556635,0.2073405,4105,32.1,823.7515840530396,136711,0.0045325477,0.2073405,9.010016627307297e-05,0.0,39.02422
8,-4.244146,0.58262014,4113,31.825,825.449399471283,136967,0.014306145,0.58262014,7.834887777162397e-05,0.0,39.059566
8,-10.170471,0.22485116,4121,32.05,826.9968621730804,137205,0.003876429,0.22485116,6.407185303966166e-05,0.0,39.061108
7,-3.5047164,0.17174278,4128,33.525,828.448525428772,137497,0.0047643185,0.17174278,7.204166164856356e-05,0.0,39.057796
8,-13.4643135,0.6051744,4136,33.625,829.9455478191376,137780,0.014594968,0.6051744,5.385225042421288e-05,0.0,39.09415
6,-2.8763368,0.24010499,4142,33.7,831.4466619491577,137959,0.0048469263,0.24010499,7.571987329308207e-05,0.0,39.11275
9,-9.395658,0.4413823,4151,32.375,832.9716911315918,138221,0.014751343,0.4413823,8.703154760331044e-05,0.0,39.101315
8,-5.682833,0.35088617,4159,33.75,834.4439532756805,138478,0.013434357,0.35088617,9.393261997142155e-05,0.0,39.1005
7,-3.41754,0.18540479,4166,32.3,835.8821258544922,138721,0.004539137,0.18540479,9.624145258386173e-05,0.0,39.13268
11,-9.438977,0.42462248,4177,29.8,837.2687652111053,139000,0.011951329,0.42462248,9.081566314524453e-05,0.0,39.130672
8,-5.4346876,0.19780064,4185,30.6,838.7607421875,139273,0.004996306,0.19780064,8.597947943448625e-05,0.0,39.1145
8,-6.2122474,0.58469254,4193,31.225,840.197948217392,139537,0.012122037,0.58469254,8.468362567245338e-05,0.0,39.13287
9,-2.3258407,0.22787535,4202,30.275,841.6463923454285,139799,0.004088589,0.22787535,9.396447436287573e-05,0.0,39.11029
7,-3.2611809,0.34714764,4209,31.65,843.0032458305359,140069,0.011783159,0.34714764,8.860167366049895e-05,0.0,39.096577
8,-7.6789837,0.20064293,4217,33.65,844.579968214035,140346,0.004045086,0.20064293,8.632287020015794e-05,0.0,39.063755
7,-2.5608857,0.44747677,4224,32.95,846.102587223053,140564,0.0136883855,0.44747677,5.933365615435876e-05,0.0,39.027832
10,-11.756136,0.35963854,4234,32.225,847.5579123497009,140860,0.011070363,0.35963854,5.820612804565183e-05,0.0,39.030003
8,-10.484506,0.35628277,4242,32.8,849.0413115024567,141111,0.011108721,0.35628277,4.91754271652975e-05,0.0,39.03792
9,-5.580041,0.21834014,4251,31.125,850.6162252426147,141399,0.0041141384,0.21834014,3.918600601542388e-05,0.0,39.01267
7,-6.6693926,0.40183812,4258,31.65,852.0578684806824,141635,0.013474037,0.40183812,4.406158511965077e-05,0.0,39.06955
7,-4.1157217,0.25286973,4265,31.65,853.5618660449982,141881,0.0049069896,0.25286973,4.8879404080244983e-05,0.0,39.05849
8,-6.3376374,0.33258927,4273,31.675,855.0788929462433,142106,0.013479184,0.33258927,4.4144667201172216e-05,0.0,39.065517
8,-8.646597,0.2093673,4281,32.275,856.6124572753906,142377,0.0039386963,0.2093673,4.784136532816936e-05,0.0,39.050888
9,-12.472568,0.16411687,4290,31.125,858.1763346195221,142621,0.008515658,0.16411687,4.659602296627957e-05,0.0,39.050068
8,-1.2760069,0.32609725,4298,31.1,859.7004919052124,142879,0.012419212,0.32609725,5.298163642770898e-05,0.0,39.056614
9,-11.729422,0.8183911,4307,29.275,861.4507083892822,143115,0.014042301,0.8183911,6.367669199912034e-05,0.0,39.04012
8,-6.7493253,0.25385043,4315,29.875,863.1072773933411,143380,0.004825372,0.25385043,6.837145250191089e-05,0.0,39.03761
10,-11.3599615,0.4100893,4325,29.05,864.7381811141968,143645,0.011754442,0.4100893,8.004637283728206e-05,0.0,39.041897
9,-4.031805,0.5178961,4334,29.625,866.4004752635956,143906,0.012294939,0.5178961,7.607042659358197e-05,0.0,39.0271
9,-4.6534953,0.4167559,4343,28.95,868.253422498703,144189,0.013576817,0.4167559,8.12335155613731e-05,0.0,39.060978
7,-2.9855494,0.22309837,4350,31.2,869.8240308761597,144443,0.0038039442,0.22309837,9.389599694865604e-05,0.0,39.039906
8,-10.137186,0.39765298,4358,30.9,871.4026236534119,144711,0.01288088,0.39765298,7.83147942301796e-05,0.0,39.01584
8,-7.8405437,0.22768795,4366,32.525,873.027330160141,144969,0.0045578373,0.22768795,8.821657130628979e-05,0.0,39.025097
9,-11.668911,0.4180337,4375,31.625,874.5678145885468,145223,0.013010257,0.4180337,8.367051732021901e-05,0.0,38.997135
8,-6.4090548,0.6754279,4383,32.3,876.0970230102539,145481,0.013371898,0.6754279,8.94738223267867e-05,0.0,38.980366
7,-3.4187899,0.4851297,4390,32.625,877.600418806076,145748,0.012730484,0.4851297,7.71909030722714e-05,0.0,38.927975
9,-12.755997,0.3135783,4399,32.6,879.1675119400024,146047,0.012129421,0.3135783,7.659111067647027e-05,0.0,38.94132
9,-3.0117736,0.5145127,4408,32.45,880.7307789325714,146316,0.0141242035,0.5145127,6.706659551436316e-05,0.0,38.965805
9,-8.538347,0.21979807,4417,31.75,882.3539743423462,146570,0.0041109407,0.21979807,7.765222054929201e-05,0.0,38.954746
7,-6.707974,0.21089265,4424,32.75,883.9479298591614,146824,0.0037957043,0.21089265,5.47546028802013e-05,0.0,38.97929
8,-11.526647,0.39845467,4432,30.875,885.6547813415527,147078,0.012946108,0.39845467,5.179881612147657e-05,0.0,38.976406
8,-1.9214904,0.20008588,4440,30.6,887.3736252784729,147321,0.0038829888,0.20008588,4.5646615073904945e-05,0.0,38.98001
8,-5.4390297,0.1908508,4448,31.625,888.9575226306915,147581,0.0041077393,0.1908508,5.06661726094691e-05,0.0,38.98932
8,-4.069034,0.3662337,4456,32.55,890.5319273471832,147840,0.014142176,0.3662337,5.587219995122721e-05,0.0,39.004116
8,-3.1927447,0.36281675,4464,31.75,892.0583987236023,148094,0.011891965,0.36281675,6.99312462794452e-05,0.0,39.010056
9,-4.309142,0.2216289,4473,31.475,893.6382248401642,148357,0.0045851003,0.2216289,7.19490060409547e-05,0.0,39.0032
7,-3.5626836,0.36313567,4480,31.825,895.2508866786957,148594,0.013266612,0.36313567,8.640406765948567e-05,0.0,39.001408
7,-5.4645786,0.50785804,4487,32.35,896.8693649768829,148855,0.014822787,0.50785804,8.92041590168917e-05,0.0,39.000477
7,-7.994446,0.34600943,4494,33.825,898.4196221828461,149111,0.011883036,0.34600943,8.051027808323726e-05,0.0,39.00943
8,-6.08357,0.3809144,4502,33.375,899.9679520130157,149370,0.011867108,0.3809144,8.947086804199962e-05,0.0,39.016235
8,-11.818045,0.5523056,4510,33.875,901.4973640441895,149620,0.010514321,0.5523056,6.762553506970656e-05,0.0,38.965637
7,-0.8357744,0.3632555,4517,34.525,903.0147562026978,149869,0.011490861,0.3632555,6.965833561968949e-05,0.0,38.99893
7,-1.226958,0.46419334,4524,34.45,904.8002080917358,150116,0.0140985865,0.46419334,6.755590408225837e-05,0.0,39.02045
10,-7.618675,0.18749468,4534,31.925,906.3331689834595,150388,0.0039395136,0.18749468,6.212703783812532e-05,0.0,39.013027
6,-1.1143038,0.39504525,4540,33.475,907.8072037696838,150647,0.012435977,0.39504525,5.772543608165367e-05,0.0,39.049927
9,-2.7406995,0.42100164,4549,32.575,909.2202191352844,150896,0.013564177,0.42100164,6.483026110404507e-05,0.0,39.061924
8,-1.3686523,0.21210065,4557,31.725,910.6776366233826,151138,0.0041005462,0.21210065,5.7144433513635505e-05,0.0,39.071682
7,-3.6602387,0.39088494,4564,31.725,912.1808450222015,151385,0.011159912,0.39088494,5.3019924471895285e-05,0.0,39.064484
6,-8.557927,0.56160873,4570,34.125,913.633816242218,151635,0.014991375,0.56160873,5.825709260398205e-05,0.0,39.03952
8,-5.418866,0.58015376,4578,34.325,915.1809139251709,151903,0.014094789,0.58015376,7.060738116724585e-05,0.0,39.02278
7,-6.242961,0.18357709,4585,34.3,916.6779384613037,152150,0.005243677,0.18357709,7.277593435917619e-05,0.0,39.048252
7,-6.132911,0.580047,4592,34.65,918.0902049541473,152381,0.013976458,0.580047,6.793763868014815e-05,0.0,39.031055
7,-4.721343,0.43018132,4599,36.3,919.4941160678864,152657,0.014172085,0.43018132,8.618812784598057e-05,0.0,39.01782
8,-7.5680485,0.23310909,4607,34.2,920.8800284862518,152886,0.005017971,0.23310909,0.00011583284436236354,0.0,39.02118
8,-2.6889322,0.2366538,4615,32.725,922.5116002559662,153129,0.0043086945,0.2366538,0.00010069561314811938,0.0,38.99116
7,-7.6369467,0.38113987,4622,33.425,924.136522769928,153396,0.013275389,0.38113987,0.00010371603566371296,0.0,38.978573
8,-5.9095607,0.37221444,4630,33.25,926.18630027771,153643,0.013751881,0.37221444,9.451967833026795e-05,0.0,38.9772
