# {"t_start": 1763765866.546608, "env_id": null} 
r,l,t
2.2e-05,33,78.676002
8.2e-05,26,78.723869
0.000241,45,78.80669
2e-06,27,78.854368
0.000376,38,78.918695
1e-06,26,78.962935
1e-05,30,79.013813
3.2e-05,27,79.057588
0.000243,33,79.120495
5.7e-05,33,79.294632
3e-06,32,79.360722
0.000283,34,79.42707
0.0,35,79.489486
6.5e-05,45,79.579487
0.0,40,79.655997
0.000448,34,79.707286
4.7e-05,46,79.882722
0.000125,33,79.94104
0.000124,29,79.985199
0.0,23,80.020702
0.00015,31,80.070837
0.0,34,80.122992
2.8e-05,43,80.191427
0.00013,44,80.333248
8.9e-05,25,80.370008
1e-06,32,80.423629
3.2e-05,26,80.469666
0.00014,32,80.526209
0.000246,35,80.589841
3e-06,21,80.625651
3e-06,46,80.704526
8e-06,34,80.852249
0.000336,47,80.936304
6.8e-05,41,81.001148
3.9e-05,49,81.081522
0.000164,55,81.228525
2e-06,22,81.270296
0.000118,28,81.409632
8.2e-05,32,81.465459
0.000213,30,81.514154
0.000197,45,81.596971
3e-06,41,81.675254
0.0,31,81.735374
2e-06,25,81.774288
0.000107,33,81.833175
0.000132,31,81.972349
3e-06,34,82.025339
0.000173,23,82.059737
0.000228,56,82.155637
2.3e-05,28,82.19952
0.000184,49,82.286804
1.7e-05,26,82.334003
0.000398,46,82.506575
8e-06,26,82.557513
0.000139,28,82.609473
0.0,25,82.654261
1.5e-05,32,82.723032
4e-06,39,82.805208
2.7e-05,39,82.887098
8e-06,30,82.950653
1e-06,25,83.122016
2.3e-05,31,83.183169
4e-06,23,83.224726
2.1e-05,45,83.34863
1.1e-05,34,83.404719
2.7e-05,50,83.500802
3.1e-05,23,83.551608
1.1e-05,36,83.619224
9e-06,40,83.757512
2.6e-05,57,83.86936
0.000279,34,83.962291
1.5e-05,29,84.053959
6e-06,54,84.157306
0.000104,40,84.228324
3.9e-05,64,84.42235
0.00037,39,84.495827
3.3e-05,57,84.598715
0.0,42,84.676593
9e-06,53,84.777375
3.5e-05,39,84.951191
0.0,30,84.998353
1e-06,40,85.065887
7.8e-05,31,85.119784
2.7e-05,38,85.183188
0.000101,30,85.236317
0.000267,40,85.310608
1.2e-05,35,85.451292
0.000234,47,85.533079
0.000193,38,85.605983
0.00027,45,85.690274
0.000116,57,85.785174
0.000152,24,85.824602
5.2e-05,30,85.953699
1.4e-05,33,86.012156
0.0,37,86.070981
0.000197,29,86.11688
0.0,31,86.166453
0.0,36,86.224202
0.00023,41,86.2945
1e-06,37,86.360307
0.000217,53,86.549893
4.3e-05,51,86.627323
5e-06,38,86.691285
0.0,28,86.739579
2.3e-05,33,86.799633
1e-06,37,86.873878
0.0,49,87.063364
0.000305,35,87.11917
0.00025,39,87.179612
0.000402,39,87.237571
2.9e-05,36,87.299398
5.1e-05,32,87.356347
0.0,21,87.393367
0.0,37,87.542249
4.1e-05,37,87.614726
9.6e-05,32,87.671188
8e-06,44,87.747495
5.1e-05,31,87.802701
0.000542,43,87.870525
0.000231,20,87.902468
0.000149,21,87.93873
2e-06,33,88.077575
1e-06,37,88.137192
7e-06,51,88.246228
6e-06,27,88.305214
1e-06,49,88.390892
4e-06,37,88.447903
5.1e-05,34,88.514068
8e-06,53,88.679571
1.5e-05,32,88.730561
0.000105,27,88.774869
1e-06,45,88.855204
0.000187,28,88.905063
0.00011,41,88.972692
2e-06,35,89.02817
0.0,23,89.140063
0.000111,43,89.221246
0.000121,32,89.277118
1e-06,34,89.334455
0.0,32,89.395987
1e-06,47,89.475231
0.0,39,89.54516
1e-06,34,89.688528
0.00022,44,89.803142
0.000251,25,89.858711
1e-06,29,89.923223
0.000235,36,89.9977
4.7e-05,56,90.108642
3e-06,33,90.167971
0.000209,39,90.320083
1e-06,65,90.430745
0.000143,38,90.498872
0.000301,30,90.547756
8.7e-05,29,90.593038
0.0,31,90.644837
1.4e-05,38,90.78657
0.000199,38,90.85189
0.0,39,90.91536
9.7e-05,40,90.991591
4.5e-05,38,91.064331
0.000114,38,91.141637
0.0,27,91.193898
7e-06,42,91.360597
0.000282,34,91.426827
9.9e-05,32,91.495703
0.0,35,91.585685
1e-06,25,91.635764
1e-05,53,91.73778
1.1e-05,43,91.816111
5.3e-05,23,91.954984
5.6e-05,42,92.038625
0.000171,39,92.108312
5e-06,28,92.162081
2.1e-05,57,92.26929
2.9e-05,43,92.343335
3e-06,27,92.388452
0.00026,39,92.573553
9e-06,25,92.622064
0.0,46,92.692625
4e-06,40,92.759362
0.000113,28,92.802815
0.000213,28,92.846005
0.0,30,92.906669
1.9e-05,33,93.004515
0.000303,38,93.176059
1e-06,52,93.253913
4.6e-05,41,93.318136
0.000106,41,93.379314
0.0,66,93.493555
0.0,26,93.630355
7.4e-05,27,93.679388
1e-06,26,93.726439
9e-06,27,93.773838
1.8e-05,49,93.856532
2e-06,59,93.948979
2.1e-05,36,94.014896
2e-06,43,94.240982
0.0,32,94.351868
8.9e-05,74,94.560682
1.4e-05,43,94.735893
1.8e-05,48,94.845753
8.7e-05,22,94.888059
4e-06,43,95.081614
0.000167,40,95.184554
0.0,41,95.301234
3e-06,53,95.42314
0.00011,39,95.507812
2e-06,32,95.587132
9e-06,31,95.723971
5e-06,32,95.777669
2e-05,49,95.857265
0.0,33,95.911689
8.8e-05,41,95.996159
4.8e-05,31,96.091959
2.4e-05,33,96.164568
0.000162,46,96.324412
7.5e-05,59,96.423445
0.0,29,96.481117
3.1e-05,49,96.594366
1e-06,26,96.634742
0.000206,28,96.680339
0.000203,29,96.723866
0.000348,48,96.882285
5.6e-05,28,96.935666
2.4e-05,32,96.987637
0.000345,30,97.06027
2e-06,40,97.131955
0.00015,33,97.191069
1e-06,45,97.273276
0.0,32,97.429103
0.000196,45,97.554033
0.000144,33,97.64361
2.2e-05,27,97.694041
1e-06,26,97.755201
7e-06,29,97.817845
0.0,28,97.870324
1.8e-05,55,97.959955
0.000434,42,98.12133
0.000177,30,98.180468
0.00035,52,98.268007
1e-06,34,98.319255
6.6e-05,33,98.370228
0.000419,38,98.431113
6e-06,47,98.605335
0.000126,49,98.678938
0.0,30,98.729141
0.0,28,98.778813
2.1e-05,25,98.846393
0.0,29,98.913459
0.0,30,98.96398
0.00027,44,99.042943
7.3e-05,43,99.214697
6e-06,25,99.257748
1.2e-05,41,99.33253
0.0,23,99.368004
0.000154,39,99.42908
1e-06,38,99.487782
0.000222,39,99.551677
1e-05,19,99.648117
1e-06,29,99.693232
0.000401,42,99.763983
1e-06,67,99.868727
7.1e-05,39,99.924058
4e-05,54,100.005492
6e-06,27,100.12228
0.000102,54,100.216269
0.0,45,100.291045
2.8e-05,49,100.367228
0.000276,29,100.42024
0.000203,34,100.477503
3.5e-05,37,100.541986
3.6e-05,55,100.711571
0.000169,24,100.754807
0.000173,32,100.809401
0.000242,26,100.855154
0.000181,28,100.902632
1e-06,30,100.951888
0.000157,57,101.051439
0.0,44,101.205081
5e-06,30,101.255605
3.8e-05,50,101.324632
8.4e-05,49,101.404896
3e-06,45,101.470713
4.1e-05,32,101.528387
0.000375,42,101.704869
1e-06,32,101.772685
1e-06,32,101.838468
1e-06,26,101.890376
1e-06,38,101.965543
2e-06,28,102.023586
1.9e-05,35,102.093183
4e-06,47,102.268389
2e-06,48,102.338063
0.0,36,102.391684
5e-05,45,102.464748
4.9e-05,37,102.529821
9.2e-05,43,102.607223
0.000119,31,102.660678
1.9e-05,47,102.815633
8e-06,62,102.915498
6.2e-05,51,103.001478
1e-06,41,103.076097
1e-06,43,103.150967
6e-06,43,103.291186
2e-06,40,103.354927
1e-06,36,103.412455
5.9e-05,22,103.444424
3.1e-05,42,103.509837
0.000173,64,103.601189
0.000174,22,103.634171
0.000141,39,103.766437
0.000162,39,103.823693
2e-06,50,103.898665
0.000142,49,103.971014
0.0,32,104.025802
1e-06,27,104.071454
0.0,24,104.112855
0.000272,68,104.339249
0.0,43,104.411996
8e-06,36,104.473164
5.3e-05,62,104.588342
0.0,38,104.649345
1.9e-05,41,104.792398
1e-06,41,104.863167
0.0,21,104.899177
4e-05,50,104.97894
1e-06,33,105.042681
0.00019,44,105.13115
0.0,25,105.184313
0.0,25,105.303483
6e-06,26,105.338012
0.000166,27,105.377419
8.7e-05,24,105.413744
3e-06,31,105.462399
1e-06,21,105.491919
4.8e-05,38,105.547623
9e-06,44,105.615084
1e-06,30,105.657772
7e-06,26,105.773716
9e-06,27,105.812189
1.2e-05,30,105.859134
0.000155,42,105.949829
0.000296,32,106.014105
0.0,29,106.063842
3.9e-05,38,106.124313
1.9e-05,42,106.260674
0.000194,47,106.327584
8e-06,34,106.384085
6.7e-05,31,106.446188
0.00016,36,106.518774
1e-06,44,106.596034
2e-06,43,106.669536
5.4e-05,39,106.817935
8e-05,32,106.866187
0.000235,62,106.963809
9e-06,27,107.006796
4.6e-05,42,107.07864
4e-06,39,107.137859
0.00014,24,107.172523
2e-06,33,107.295464
0.00019,27,107.339569
1e-06,44,107.408429
1.8e-05,23,107.446386
3e-06,30,107.490206
1e-06,35,107.545753
0.0,31,107.597677
0.0,49,107.764415
0.000223,27,107.804875
1e-06,31,107.849455
2.2e-05,49,107.932729
2.7e-05,32,107.990451
7.6e-05,46,108.082286
1e-06,31,108.141198
4.2e-05,39,108.286302
2.9e-05,24,108.320658
0.000143,23,108.353493
1.7e-05,37,108.412484
0.000211,39,108.480681
3e-06,37,108.550078
0.000478,50,108.637201
2.3e-05,34,108.769725
2e-06,28,108.823458
0.000277,28,108.874345
5e-06,33,108.933103
0.0,36,108.999434
1e-06,22,109.032345
1e-06,27,109.083165
0.000134,43,109.173953
1.5e-05,34,109.232687
1e-06,25,109.378079
0.000185,27,109.431338
2e-06,46,109.517839
2e-06,39,109.588347
3e-06,34,109.648552
8.8e-05,28,109.698301
5.2e-05,29,109.752251
0.000196,25,109.795829
0.00029,25,109.905226
0.000114,31,109.952114
0.0,33,110.00849
0.000221,36,110.074262
0.000287,28,110.125169
0.0,38,110.201312
1e-06,43,110.27962
6.1e-05,44,110.42994
1e-06,34,110.481635
1e-06,23,110.521193
0.000142,43,110.590616
9.6e-05,38,110.660212
4.9e-05,28,110.708517
0.000119,45,110.787571
1e-06,24,110.820554
3e-06,40,110.951841
0.0,62,111.059222
5e-06,21,111.105303
0.0,55,111.207762
0.000111,41,111.281868
0.000124,33,111.333311
0.000137,49,111.47453
0.00013,25,111.513796
1e-06,27,111.554707
0.000186,21,111.585162
0.000679,27,111.628123
9e-06,37,111.694062
3.8e-05,51,111.785475
1e-06,31,111.903254
6e-05,46,111.969472
0.000263,35,112.021591
5e-06,32,112.069475
6.3e-05,28,112.114442
0.0,29,112.157536
7e-06,27,112.195506
3.8e-05,27,112.236497
2e-05,47,112.38301
0.000194,35,112.436787
6e-06,38,112.501775
2e-06,52,112.592046
1.8e-05,28,112.639189
3e-06,32,112.695241
1e-06,29,112.74619
0.000285,47,112.896869
3e-06,34,112.945124
0.0,40,113.004967
0.000734,45,113.078763
6.2e-05,30,113.132508
0.0,27,113.188548
4e-05,44,113.266477
0.00022,30,113.405128
0.000109,57,113.507873
1e-06,24,113.551548
0.000164,28,113.600769
7e-06,28,113.651546
2e-06,38,113.714246
0.0,31,113.765056
4.9e-05,26,113.805804
0.0,33,113.928456
4.1e-05,23,113.963287
6e-06,44,114.036773
1e-06,40,114.117728
0.0,64,114.232094
1e-06,34,114.295468
5.4e-05,41,114.434627
6e-06,63,114.549444
9.8e-05,34,114.611149
0.000259,51,114.699083
0.00025,24,114.733608
0.00016,28,114.780246
4e-05,52,114.92655
7.6e-05,35,114.979851
1e-06,40,115.038866
0.000312,37,115.095908
0.000194,31,115.147446
1e-06,31,115.19701
2e-06,40,115.276541
0.0,44,115.474405
0.000187,30,115.532433
0.000106,44,115.611987
0.000179,39,115.679894
1e-06,45,115.758646
3.7e-05,23,115.796992
4.3e-05,34,115.855308
2e-06,43,116.005038
1e-06,37,116.069069
4e-06,25,116.111827
4.5e-05,43,116.182759
2e-06,38,116.252507
1e-06,36,116.316057
0.0,29,116.365649
0.000152,32,116.420165
8.3e-05,34,116.551775
2.2e-05,36,116.614309
5e-06,53,116.700783
1e-06,23,116.739695
5.5e-05,49,116.825176
1e-06,35,116.884441
0.0,23,116.923918
3e-06,24,117.04962
0.000235,40,117.120323
1.5e-05,30,117.175789
7.9e-05,49,117.263404
2e-06,56,117.348111
0.000127,37,117.402493
0.0,53,117.57519
0.000186,32,117.622395
0.0,35,117.676625
0.000142,31,117.720523
1e-06,33,117.773351
0.0,21,117.803984
1e-05,55,117.903613
5e-06,25,118.016088
4e-06,29,118.057812
2e-06,33,118.109529
0.00023,59,118.206281
0.0,31,118.255108
0.000462,49,118.336468
0.000167,31,118.381387
0.000189,61,118.550992
1e-06,44,118.614826
5.1e-05,46,118.690235
1.7e-05,25,118.732091
0.0,37,118.79571
5.4e-05,28,118.84287
0.000176,28,118.892799
2e-06,31,119.026567
1e-06,39,119.094618
2.5e-05,32,119.149942
5e-06,31,119.218505
1e-06,38,119.285887
1.2e-05,47,119.363193
0.000312,32,119.420249
0.000163,32,119.55299
3.5e-05,42,119.62222
1.2e-05,34,119.672411
7.3e-05,24,119.707597
1e-06,26,119.741868
3.6e-05,30,119.789699
0.000134,32,119.836557
0.000125,41,119.896444
5.1e-05,42,120.032443
2.3e-05,28,120.072497
0.000138,41,120.141655
0.0,28,120.192335
0.000196,24,120.237325
1.3e-05,31,120.289163
9.9e-05,22,120.330113
1.1e-05,27,120.379972
9e-06,32,120.504218
3e-06,47,120.570781
2.2e-05,39,120.628739
0.000377,27,120.667886
0.000216,27,120.709284
1e-06,42,120.774951
0.000105,36,120.828074
0.0001,38,120.947994
0.000127,29,120.991218
1e-06,30,121.040729
1e-06,48,121.137398
6e-06,46,121.206075
8.1e-05,34,121.263277
1e-06,34,121.321335
4.2e-05,40,121.472087
0.0,26,121.510199
2.7e-05,33,121.561911
0.000268,26,121.599875
0.0,49,121.67145
3.8e-05,27,121.714837
0.0,55,121.797594
1e-06,64,121.963077
0.000156,21,121.991641
7.7e-05,30,122.03523
3e-05,32,122.083383
0.000188,31,122.135109
2.2e-05,35,122.192797
3e-06,34,122.256089
0.000111,57,122.414912
9e-06,28,122.455065
1e-05,35,122.506304
0.0,36,122.556581
0.000111,26,122.594612
8.2e-05,32,122.647882
4e-06,36,122.711089
3e-06,37,122.776457
0.000167,26,122.907016
2.9e-05,43,122.986013
1e-05,24,123.027401
1e-06,31,123.082314
0.0,55,123.188743
1.7e-05,37,123.257846
9e-06,39,123.327256
0.000304,46,123.464409
1.2e-05,32,123.518376
0.000344,33,123.567402
0.000151,27,123.604687
6.6e-05,30,123.647789
1.9e-05,32,123.69503
0.0,27,123.739965
0.000175,45,123.897608
3e-05,34,123.956805
1e-06,27,123.99856
7.8e-05,21,124.029471
0.0,38,124.087106
0.000461,39,124.142779
3.3e-05,33,124.191957
0.000131,35,124.239428
6e-06,33,124.364284
8e-06,44,124.427616
0.000102,35,124.486111
0.000104,26,124.532758
1.7e-05,69,124.649841
2e-05,22,124.688013
0.0,28,124.739348
1e-06,47,124.888605
0.0,47,124.956927
6e-06,34,125.014523
5e-06,44,125.093895
2.9e-05,31,125.145918
1e-06,52,125.240317
3e-06,29,125.370962
1e-06,47,125.454721
0.0,36,125.511017
1e-06,27,125.555524
6e-06,37,125.620509
2e-06,38,125.687361
1e-06,38,125.751269
9.8e-05,21,125.905094
0.000158,30,125.971649
0.000222,35,126.030746
0.0,45,126.116042
2.2e-05,31,126.173703
1.8e-05,31,126.227511
0.0,22,126.267208
0.000126,48,126.342813
0.000284,41,126.470346
0.000265,59,126.556051
0.000142,29,126.59744
0.000157,43,126.662187
1e-06,34,126.713618
1e-06,26,126.751531
0.000513,37,126.874887
0.000145,39,126.932709
3e-06,26,126.979032
3.3e-05,24,127.017833
0.000159,35,127.063182
2e-06,48,127.13657
3.9e-05,27,127.185339
0.0,47,127.266761
7.1e-05,26,127.381327
1.7e-05,35,127.431449
1e-06,35,127.48449
0.0,37,127.53934
6.5e-05,23,127.572747
1e-06,33,127.630451
6e-06,32,127.686566
2e-06,31,127.734486
1e-06,41,127.865063
0.000152,23,127.899575
2.7e-05,38,127.956262
0.000214,30,128.006109
1e-06,50,128.075155
2.9e-05,56,128.154183
0.0,27,128.206975
0.000202,28,128.333117
4.6e-05,33,128.391454
3e-06,31,128.437088
7.6e-05,46,128.517891
1e-06,52,128.608977
0.000137,28,128.658602
1e-06,27,128.704905
7.4e-05,54,128.874427
3.3e-05,25,128.911784
0.0,35,128.966768
2.1e-05,32,129.029412
0.0,29,129.087912
1.8e-05,26,129.140882
3e-06,31,129.199716
0.000151,31,129.255247
4e-06,33,129.378179
8e-06,59,129.464135
4.6e-05,30,129.512154
7.8e-05,44,129.581782
0.0,23,129.614266
0.000146,34,129.666626
0.0,28,129.705007
4.2e-05,46,129.844357
0.00034,35,129.897932
8.1e-05,24,129.937996
5e-06,43,130.00663
0.000251,31,130.05797
1e-06,42,130.1239
0.000107,39,130.227822
5.7e-05,35,130.357214
0.000196,38,130.412056
4e-06,29,130.455007
0.000274,24,130.490822
3.5e-05,30,130.533235
6e-05,38,130.59074
1e-05,52,130.676628
0.00025,28,130.801475
1e-06,31,130.85483
0.000172,38,130.921378
1.7e-05,47,131.003186
6.5e-05,35,131.065645
1e-06,46,131.150342
6.1e-05,42,131.227534
0.0,20,131.345772
0.000169,32,131.409644
6.4e-05,46,131.493567
1.2e-05,29,131.545532
1e-06,29,131.595829
1e-06,31,131.655995
0.000245,43,131.740861
0.000131,38,131.895562
1.6e-05,25,131.939367
3.3e-05,22,131.979084
1.6e-05,24,132.016471
2.6e-05,42,132.075249
0.000128,29,132.124111
0.0,30,132.183375
1e-06,22,132.222984
0.0,43,132.295737
0.000155,21,132.395042
2e-06,21,132.425746
0.000124,27,132.464685
0.0,29,132.509372
1.7e-05,25,132.547692
6.6e-05,32,132.593469
9.8e-05,25,132.630008
1.2e-05,24,132.66406
2.9e-05,42,132.736849
0.000264,45,132.869831
0.000236,50,132.938253
7.7e-05,52,133.0181
7.3e-05,63,133.127431
0.000146,41,133.200111
1.6e-05,23,133.242047
0.000129,34,133.410174
9e-06,34,133.476941
0.00011,50,133.577347
3e-06,26,133.623645
0.000291,42,133.700483
5.3e-05,30,133.758363
0.0,29,133.818471
2e-06,34,133.975963
1e-06,35,134.03807
2e-06,36,134.10115
0.000121,41,134.172762
3.1e-05,51,134.263195
1e-06,40,134.328847
1.7e-05,36,134.402916
0.0,36,134.543031
1.2e-05,34,134.600816
2e-05,38,134.666947
1.7e-05,29,134.723725
2.4e-05,45,134.821254
1e-06,26,134.86849
7.2e-05,21,134.911289
0.000316,29,135.060148
1e-06,27,135.108183
1e-06,29,135.176266
2e-06,42,135.304284
2.5e-05,27,135.392617
2.8e-05,34,135.458417
0.000227,29,135.507186
0.000105,24,135.556094
1.5e-05,28,135.604576
2.3e-05,52,135.80912
5.3e-05,34,135.864135
0.000136,49,135.94546
3e-06,64,136.053961
1e-06,30,136.10691
0.00027,38,136.175876
4.6e-05,27,136.303544
2e-06,42,136.375855
9.1e-05,35,136.436027
0.000243,62,136.596497
8e-05,45,136.683059
0.0,43,136.759267
2e-06,31,136.916342
0.000158,24,136.959016
0.000258,43,137.03385
3.1e-05,21,137.072867
4.2e-05,52,137.16478
0.0,28,137.234687
1e-06,43,137.312105
0.000188,29,137.445498
0.0,31,137.498168
0.000127,29,137.553735
6e-06,21,137.591678
1.8e-05,41,137.668772
1e-06,32,137.726938
6e-06,31,137.784746
7.6e-05,27,137.827391
2e-06,20,137.855737
0.000293,33,137.990542
0.000396,59,138.095736
1e-06,37,138.16329
0.000163,41,138.251758
9.2e-05,24,138.297462
7.5e-05,23,138.341667
0.000221,24,138.395605
0.000111,32,138.604621
0.000258,31,138.666247
7.3e-05,21,138.705561
3.8e-05,34,138.785284
2.5e-05,43,138.891135
0.000116,24,138.939711
0.0,36,139.001385
0.000232,43,139.079058
0.00015,24,139.193085
1e-06,32,139.251221
2e-06,49,139.341203
8.8e-05,38,139.396194
0.0,28,139.444931
4e-06,50,139.532209
1e-06,24,139.575996
6e-05,42,139.734329
0.0,43,139.808893
0.000119,42,139.877312
0.000135,26,139.92288
1.5e-05,33,139.976395
2e-06,30,140.031013
0.000266,28,140.082538
5e-06,26,140.123472
1e-06,44,140.266873
6e-06,27,140.307185
5e-06,24,140.343461
2e-05,26,140.380847
0.0,42,140.442689
0.0,40,140.502224
4.4e-05,38,140.570575
5.9e-05,36,140.707314
1e-06,39,140.763971
8.3e-05,34,140.814579
2.4e-05,45,140.890792
3.3e-05,30,140.941156
5.3e-05,36,140.995708
0.0,45,141.066981
1e-06,25,141.106632
0.000107,39,141.238351
2e-06,26,141.284608
0.000266,37,141.352067
6.8e-05,43,141.421206
8.6e-05,29,141.463804
4e-06,47,141.533403
0.000305,47,141.676672
1e-06,30,141.724601
7.6e-05,34,141.774738
3.2e-05,42,141.83621
3.9e-05,28,141.876837
7.6e-05,45,141.954569
0.0,47,142.032359
0.0,21,142.142425
0.000177,55,142.232964
5.8e-05,57,142.332276
3.9e-05,42,142.399175
2.1e-05,29,142.44576
0.000202,28,142.486733
1.9e-05,48,142.671718
7.9e-05,27,142.723736
0.000231,33,142.776049
3.5e-05,32,142.832676
0.000158,30,142.879807
1e-06,34,142.931718
2.8e-05,45,143.014423
7.1e-05,33,143.068697
0.0,49,143.215915
2.2e-05,44,143.289291
0.000182,21,143.324825
0.000156,18,143.358044
2e-06,49,143.449373
5.5e-05,28,143.500043
0.0,37,143.570821
2e-06,47,143.731937
0.0,50,143.813329
1e-06,43,143.885952
2.1e-05,42,143.954728
0.000265,32,144.005506
0.000168,62,144.119922
6e-06,30,144.251815
1e-06,35,144.31409
0.00018,21,144.352074
4.6e-05,45,144.416875
0.0,25,144.463451
4.4e-05,26,144.504073
1e-06,36,144.565418
1.8e-05,34,144.616473
4.9e-05,36,144.741877
7e-06,41,144.801414
5.2e-05,31,144.848417
2e-06,23,144.884152
0.00013,22,144.91617
1e-06,43,144.976027
0.000227,30,145.024629
5.6e-05,36,145.091172
2.3e-05,41,145.256771
1e-06,43,145.329224
3.3e-05,25,145.376264
0.0,54,145.469136
3e-05,52,145.558609
0.0001,43,145.63299
0.000112,37,145.79675
0.000121,39,145.863307
2.8e-05,25,145.904915
6.4e-05,28,145.956
0.000198,35,146.012123
0.0,36,146.073543
0.000197,31,146.124142
4e-06,27,146.163983
9e-06,27,146.35557
3.1e-05,42,146.43104
8.7e-05,45,146.505727
9.8e-05,27,146.548568
6.6e-05,31,146.597752
0.0,24,146.640958
0.000153,27,146.688594
2.3e-05,40,146.8379
1e-06,52,146.928727
3e-06,28,146.977859
1e-06,30,147.030485
1.3e-05,41,147.10296
0.000263,62,147.215472
0.000342,31,147.270877
0.000166,27,147.39693
1e-06,70,147.510291
0.0,31,147.565609
0.000127,32,147.622693
0.000198,36,147.685672
5.1e-05,23,147.726412
1e-06,23,147.766117
1e-05,30,147.89963
0.000165,32,147.956365
0.0,29,148.009198
3.6e-05,33,148.065501
1.8e-05,28,148.108097
1e-06,25,148.144523
0.000122,26,148.181174
0.000179,31,148.236571
0.0001,34,148.297386
0.0,43,148.437432
0.000133,56,148.531367
0.000108,27,148.580767
4.9e-05,32,148.634129
6.5e-05,37,148.694784
4e-05,31,148.746081
1e-06,34,148.800835
0.000127,57,148.965876
9.3e-05,25,149.03446
1.4e-05,36,149.099512
3.9e-05,37,149.166187
0.0,30,149.225512
3.9e-05,44,149.306419
4.8e-05,30,149.35946
1.6e-05,53,149.509152
1e-06,37,149.575464
1.4e-05,41,149.6442
1e-06,43,149.718539
4e-06,28,149.766987
0.000113,30,149.820932
5.8e-05,43,149.97541
0.0,33,150.034233
2e-06,28,150.085231
0.0,42,150.161089
3.9e-05,46,150.248847
0.000188,29,150.299169
0.000126,35,150.364558
0.000268,42,150.498154
6.2e-05,39,150.559244
0.000325,22,150.591235
1e-06,43,150.652379
4e-06,49,150.729207
6.2e-05,33,150.789043
1e-05,30,150.840079
6.7e-05,44,150.988724
0.0,23,151.031582
1e-06,42,151.105212
0.000127,41,151.167538
1e-06,38,151.229598
7.3e-05,44,151.300343
2e-06,37,151.364618
3.7e-05,56,151.544389
0.000116,30,151.593112
0.000199,29,151.644271
0.000657,31,151.697429
0.000388,39,151.764823
1e-06,31,151.817665
8e-06,28,151.865985
0.000134,26,151.990452
1e-06,46,152.063662
0.0,36,152.128773
6.5e-05,32,152.1858
8.3e-05,31,152.237929
1e-06,41,152.299855
0.0,50,152.381094
0.0,33,152.524618
0.000134,38,152.594285
0.000199,43,152.672937
7.8e-05,60,152.779432
9.8e-05,27,152.828084
5.3e-05,64,152.933143
1.8e-05,31,153.048969
